host,port,secure,anonymity,country_code,available,error_rate,average_response_time
178.217.140.70,443,0,T,PL,1,0.25,1.8
208.180.185.170,8080,0,T,US,1,0.25,2.01
46.73.33.253,8080,0,T,RU,1,0.4,1.23
95.208.208.231,8080,0,H,DE,1,0.5,1.59
62.68.43.114,8080,1,None,LY,1,0.6,1.37
203.80.190.186,8080,1,None,BD,1,0.4,1.56
203.80.190.186,8080,0,T,BD,1,0.4,1.56
110.38.186.8,8080,1,None,PK,1,0.6,1.59
187.1.57.206,20183,1,None,BR,1,0.4,2.94
187.1.57.206,20183,0,T,BR,1,0.4,2.94
190.210.8.91,8080,0,H,AR,1,0.75,4.97
62.201.213.163,8080,0,T,IQ,1,0.75,0.9
77.238.79.111,8080,1,None,BG,1,0.6,2.87
159.203.61.169,3128,0,H,CA,1,0.5,0.07
198.199.86.11,8080,0,H,US,1,0.5,0.1
139.162.78.109,3128,0,H,JP,1,0.5,0.2
154.16.63.16,8080,0,H,GB,1,0.5,0.42
46.223.255.13,3128,0,H,DE,1,0.5,1.1
195.46.124.94,4444,0,T,RU,1,0.25,0.87
195.46.124.94,4444,1,None,RU,1,0.25,0.87
79.120.177.106,8080,0,T,HU,1,0.75,1.18
159.65.171.69,80,0,H,US,1,0.75,1.79
188.128.81.74,8080,1,None,RU,1,0.6,1.57
181.129.183.19,53281,0,H,CO,1,0.5,0.69
128.199.202.122,8080,0,H,SG,1,0.5,0.34
82.99.217.18,8080,1,None,IR,1,0.0,2.2
167.71.5.83,3128,0,H,US,1,0.5,0.23
195.138.73.54,44017,1,None,UA,1,0.67,1.86
217.11.79.234,8080,1,None,KZ,1,0.67,2.82
161.35.70.249,8080,0,H,US,1,0.5,0.21
217.8.51.198,8080,0,H,DE,1,0.75,4.9
109.200.156.102,8080,0,T,UA,1,0.0,1.21
45.177.111.57,999,1,None,--,1,0.33,1.7
51.81.82.175,2003,0,H,GB,1,0.33,2.0
79.120.177.106,8080,0,T,HU,1,0.4,1.23
79.120.177.106,8080,1,None,HU,1,0.4,1.23
190.248.153.162,8080,1,None,CO,1,0.6,1.71
91.89.89.9,8080,0,H,DE,1,0.5,4.26
47.90.132.228,8000,0,T,US,1,0.0,0.17
51.91.157.66,80,0,H,GB,1,0.5,0.21
161.35.70.249,8080,0,H,US,1,0.5,0.2
128.199.202.122,8080,0,H,SG,1,0.5,0.33
178.62.127.204,8080,0,T,GB,1,0.0,0.32
159.203.61.169,3128,0,H,CA,1,0.5,0.05
46.73.33.253,8080,1,None,RU,1,0.0,1.15
41.59.254.172,80,0,A,TZ,1,0.67,0.51
79.120.177.106,8080,0,T,HU,1,0.25,1.64
79.120.177.106,8080,1,None,HU,1,0.25,1.64
177.124.184.52,8080,1,None,BR,1,0.0,3.24
203.243.63.16,80,0,H,KR,1,0.75,2.5
206.189.5.195,8080,0,T,US,1,0.0,0.89
118.97.235.234,8080,0,H,ID,1,0.75,1.9
182.237.16.7,83,0,T,IN,1,0.25,3.27
182.237.16.7,83,1,None,IN,1,0.25,3.27
5.252.161.48,8080,0,H,--,1,0.5,0.2
161.35.70.249,3128,0,H,US,1,0.5,1.49
128.199.202.122,3128,0,H,SG,1,0.5,1.6
79.120.177.106,8080,0,T,HU,1,0.0,1.27
79.120.177.106,8080,1,None,HU,1,0.0,1.27
139.59.1.14,8080,0,H,IN,1,0.67,2.21
103.35.132.189,82,0,T,IN,1,0.4,1.29
103.213.213.22,83,0,T,IN,1,0.75,1.66
184.82.128.211,8080,0,T,TH,1,0.75,3.0
43.249.224.170,83,1,None,IN,1,0.6,1.67
191.96.42.80,3128,0,H,US,1,0.5,0.1
103.134.126.137,8080,0,T,--,1,0.8,1.91
65.182.5.212,8080,0,T,HN,1,0.8,1.93
43.224.10.39,6666,0,H,IN,1,0.75,5.22
181.78.11.221,999,1,None,CO,1,0.67,1.57
36.255.86.114,83,1,None,IN,1,0.5,3.17
103.248.93.5,8080,0,T,IN,1,0.83,1.51
51.158.152.135,443,1,None,GB,1,0.71,0.51
46.29.11.254,57849,1,None,RU,1,0.33,2.04
59.153.17.186,53281,1,None,BD,1,0.25,2.13
59.153.17.186,53281,0,H,BD,1,0.25,2.13
43.241.141.27,35101,0,H,IN,1,0.25,3.36
118.97.235.234,8080,0,H,ID,1,0.25,3.82
170.81.35.26,36681,0,H,CR,1,0.8,1.8
85.234.126.107,55555,1,None,RU,1,0.6,3.33
95.31.119.210,31135,0,H,RU,1,0.8,4.37
116.90.229.186,35561,1,None,NP,1,0.5,3.01
110.74.199.16,63141,1,None,KH,1,0.71,1.65
95.31.5.29,54651,1,None,RU,1,0.71,2.9
103.6.184.222,39241,0,H,IN,1,0.0,1.63
110.74.199.16,63141,0,H,KH,1,0.25,2.7
110.74.199.16,63141,1,None,KH,1,0.25,2.7
46.29.11.254,57849,0,H,RU,1,0.4,1.78
46.29.11.254,57849,1,None,RU,1,0.4,1.78
195.138.82.198,40301,0,H,UA,1,0.25,3.15
195.138.82.198,40301,1,None,UA,1,0.25,3.15
59.153.17.186,53281,1,None,BD,1,0.6,1.67
95.31.5.29,54651,0,H,RU,1,0.75,2.46
212.126.107.2,31475,0,H,IQ,1,0.75,3.81
116.90.229.186,35561,1,None,NP,1,0.4,2.72
95.31.119.210,31135,1,None,RU,1,0.6,2.47
190.248.153.162,8080,0,T,CO,1,0.8,5.63
170.81.35.26,36681,1,None,CR,1,0.71,1.43
43.241.141.27,35101,1,None,IN,1,0.67,4.12
82.99.232.18,58689,1,None,IR,1,0.71,2.85
209.97.150.167,8080,0,H,US,1,0.5,0.48
103.215.177.211,80,0,A,ID,1,0.4,1.81
37.120.192.154,8080,0,A,RO,1,0.75,4.57
46.151.145.4,53281,0,H,UA,1,0.75,6.48
88.99.10.253,1080,0,H,DE,1,0.43,2.09
175.111.181.26,56297,0,H,IN,1,0.83,6.11
52.149.152.236,80,0,H,US,1,0.5,0.12
192.236.160.186,80,0,H,US,1,0.5,0.24
5.252.161.48,8080,0,H,--,1,0.5,0.15
87.237.234.187,3128,0,H,UZ,1,0.5,0.33
109.193.195.6,8080,0,H,DE,1,0.5,1.08
173.212.202.65,80,0,H,DE,1,0.5,1.97
65.160.224.144,80,0,A,US,1,0.5,0.09
79.120.177.106,8080,1,None,HU,1,0.0,0.86
46.5.252.50,3128,0,H,DE,1,0.75,1.87
103.9.188.229,36984,0,H,KH,1,0.8,2.64
173.212.202.65,80,0,H,DE,1,0.5,0.91
68.183.220.118,80,0,H,US,1,0.5,1.51
109.105.205.232,59152,1,None,BA,1,0.0,1.68
46.5.252.50,3128,0,H,DE,1,0.5,2.28
65.160.224.144,80,0,A,US,1,0.5,0.08
103.241.227.110,6666,1,None,IN,1,0.4,3.39
173.212.202.65,80,0,H,DE,1,0.5,1.17
65.160.224.144,80,0,A,US,1,0.5,0.06
1.179.148.9,55636,1,None,TH,1,0.0,1.44
196.41.102.130,46004,0,H,ZA,1,0.25,2.05
196.41.102.130,46004,1,None,ZA,1,0.25,2.05
87.237.234.187,3128,0,H,UZ,1,0.5,0.28
173.212.202.65,80,0,H,DE,1,0.5,0.18
62.152.75.110,50287,1,None,RU,1,0.0,1.42
85.234.126.107,55555,0,H,RU,1,0.5,1.63
3.101.73.214,80,0,H,US,1,0.5,0.07
65.160.224.144,80,0,A,US,1,0.5,0.12
198.199.86.11,3128,0,H,US,1,0.5,0.2
172.105.239.175,80,0,H,US,1,0.5,0.41
173.212.202.65,80,0,H,DE,1,0.5,0.43
103.253.27.108,80,0,A,SG,1,0.0,1.0
46.229.67.198,47437,0,H,RU,1,0.0,2.54
46.229.67.198,47437,1,None,RU,1,0.0,2.54
103.241.227.110,6666,1,None,IN,1,0.25,2.21
46.237.255.5,8080,0,H,DE,1,0.5,2.51
209.97.150.167,8080,0,H,US,1,0.5,0.05
172.105.239.175,80,0,H,US,1,0.5,0.35
176.98.95.105,32018,0,H,UA,1,0.25,1.28
176.98.95.105,32018,1,None,UA,1,0.25,1.28
159.65.171.69,80,0,H,US,1,0.67,2.78
36.67.168.117,80,0,T,ID,1,0.75,1.7
167.71.5.83,8080,0,H,US,1,0.5,0.16
173.212.202.65,80,0,H,DE,1,0.5,0.41
24.172.82.94,53281,0,H,US,1,0.0,1.3
52.149.152.236,80,0,H,US,1,0.5,0.04
88.99.10.253,1080,0,H,DE,1,0.0,1.09
172.105.239.175,80,0,H,US,1,0.5,0.21
